"Country.Name","Country.Code","Year","Electricity.Access","Adj.SavingNetCO2Damage","Adj.SavingNaturalResourceDepletion","Adj.SavingNetForestDepletion","Adj.SavingParticulateEmissions","CompulsoryEducationDurationYears","ExportGoodsServices.GDP","FinalConsumptionExpenditure.GDP","ExportGoodsServices.GDP","GDP.PerCapita.Current","Govt.FinalConsumptionExpenditure.GDP","GrossNationalExpenditure.GDP","ImportGoodsServices.GDP","ConsumerPriceInflation","ProportionParliamentSeats.Women","RenewableEnergyConsumption.pctOfTotal","Trade.GDP","WomenInBusinessLawIndex","AnnualProductionBasedCO2Emissions","Continent","WorldBankIncomeClass","IndividualsUsingInternet","LifeExpenctancy","TotalPopulation","RegimeType","RuralPopulation.Prop","TotalNaturalResources.GDP","UrbanPopulation.Prop","WorldRegion"
"Barbados","BRB",2006,100,0.84064182,0.412772785,0,0.202423397,11,48.04337048,83.30755305,4217500000,15199.56753,14.5074096,104.5772626,54.40203912,7.307662628,13.33333333,9.903100014,102.4454096,70.625,1.343,"North America","High income",55.3,78.009,277475,"Electoral Democracy",67.354,0.436737154044661,32.646,"Latin America and Caribbean"
"Barbados","BRB",2007,100,0.779339164,0.330667178,0,0.203732371,11,48.64899765,84.71027493,4.674e+09,16770.66103,13.01407681,103.6854397,50.66940094,4.034229829,13.33333333,9.710599899,99.31839859,70.625,1.363,"North America","High income",58.2,78.097,278701,"Electoral Democracy",67.549,0.370571692301928,32.451,"Latin America and Caribbean"
"Barbados","BRB",2008,100,0.956563914,0.458890776,0,0.20999179,11,48.63238767,88.87338245,4.785e+09,17092.58214,13.32206479,107.1698025,53.67948694,8.108108108,10,8.628600121,102.3118746,70.625,1.612,"North America","High income",61.4,78.184,279946,"Electoral Democracy",67.744,0.489572150174057,32.256,"Latin America and Caribbean"
"Barbados","BRB",2009,100,1.041575306,0.24444859,0,0.22600402,11,43.58058896,86.19233121,4465500000,15885.41018,15.85753331,103.145388,45.80401523,3.643861893,10,9.402000427,89.38460419,70.625,1.597,"North America","High income",64.7,78.272,281107,"Electoral Democracy",67.937,0.268697662863855,32.063,"Latin America and Caribbean"
"Barbados","BRB",2010,100,0.954970024,0.342249488,0,0.223271287,11,46.45918874,93.19008278,4.53e+09,16056.37098,15.42587307,109.0701611,49.44966998,5.824218533,10,9.077500343,95.90885872,70.625,1.464,"North America","High income",65.1,78.364,282131,"Electoral Democracy",68.13,0.374827428301588,31.87,"Latin America and Caribbean"
"Barbados","BRB",2011,100,1.045850723,0.531229938,0,0.234647436,11,44.46967472,93.6771927,4657500000,16458.35321,15.4681095,110.7332152,49.00423081,9.432202402,10,4.658899784,93.47390553,70.625,1.516,"North America","High income",66.5,78.456,282987,"Electoral Democracy",68.3,0.549823582838535,31.7,"Latin America and Caribbean"
"Barbados","BRB",2012,100,1.029125163,0.494549166,0,0.223834827,11,42.60685033,92.47226898,4.61e+09,16249.67395,15.21504989,108.6528416,47.15293818,4.533347539,10,4.209499836,89.7597885,70.625,1.459,"North America","High income",71.2,78.547,283698,"Electoral Democracy",68.447,0.54024819761205,31.553,"Latin America and Caribbean"
"Barbados","BRB",2013,100,1.044177986,0.461344909,0,0.247774219,11,41.98059333,93.82922493,4.677e+09,16451.27931,14.79091084,110.352755,45.90362733,1.81410436,16.66666667,3.508699894,87.88422065,70.625,1.438,"North America","High income",71.8,78.633,284294,"Electoral Democracy",68.571,0.50416739005367,31.429,"Latin America and Caribbean"
"Barbados","BRB",2014,100,0.93803133,0.399314192,0,0.234057481,11,40.32159906,93.19598637,4696500000,16489.07224,14.34750346,109.7294656,45.02639732,1.769503221,16.66666667,3.433599949,85.34799638,70.625,1.263,"North America","High income",75.16,78.717,284825,"Electoral Democracy",68.672,0.450744868381083,31.328,"Latin America and Caribbean"
"Barbados","BRB",2015,100,0.968482816,0.158906403,0,0.244148906,11,41.44317815,90.33187487,4.715e+09,16524.8995,13.63574443,107.255176,43.08822057,-1.112789925,16.66666667,3.178299904,84.53139873,70.625,1.262,"North America","High income",76.11,78.801,285327,"Liberal Democracy",68.751,0.184925551806437,31.249,"Latin America and Caribbean"
"Barbados","BRB",2016,100,0.994550362,0.115659043,0,0.250430215,11,43.13234472,89.1835352,4.83e+09,16900.04829,13.42812215,105.5781563,42.13477847,1.281928131,16.66666667,3.501699924,85.26712319,70.625,1.285,"North America","High income",79.54939789,78.888,285798,"Liberal Democracy",68.807,0.137143974443617,31.193,"Latin America and Caribbean"
"Barbados","BRB",2017,100,0.994298816,0.187661463,0,0.245410754,11,42.19159401,89.3186601,4.978e+09,17391.66891,12.15559863,104.9509542,40.72270691,4.66018464,16.66666667,5.161099911,82.91430092,70.625,1.171,"North America","High income",81.76077839,78.981,286229,"Liberal Democracy",68.841,0.211111582210169,31.159,"Latin America and Caribbean"
"Central African Republic","CAF",2001,5.761561871,0.515844727,0.003029017,0,1.567325221,10,17.15725384,95.17522198,931833302.8,250.3571459,14.01013716,105.4160512,22.5732459,3.834860602,7.339449541,84.86029816,39.73049974,58.75,0.245,"Africa","Low income",0.078543428,44.061,3722016,"Electoral Autocracy",62.28,10.878489821144,37.72,"Sub-Saharan Africa"
"Central African Republic","CAF",2002,6.226599216,0.503995511,0.005140836,0,1.541563371,10,15.96270494,94.55826617,991387870.1,260.7454587,13.82937553,104.1832128,20.14585984,2.331817035,7.339449541,85.03759766,36.10856478,58.75,0.245,"Africa","Low income",0.128537117,44.063,3802129,"Electoral Autocracy",62.198,11.4172951298425,37.802,"Sub-Saharan Africa"
"Central African Republic","CAF",2005,7.560374737,0.410869697,0.001589649,0,1.534439989,10,13.36275333,98.25765789,1337362392,331.1630882,8.707973735,108.1224752,21.70818354,2.883520734,10.47619048,86.5562973,35.07093687,58.75,0.234,"Africa","Low income",0.268195609,44.744,4038380,"Electoral Autocracy",61.931,8.57929844163251,38.069,"Sub-Saharan Africa"
"Central African Republic","CAF",2006,7.805169325,0.421178952,0.002701978,0,1.413618779,10,14.31600515,97.52970684,1460561215,354.6708633,6.858067101,107.7639179,22.07986508,6.695264658,10.47619048,86.03900146,36.39587023,58.75,0.249,"Africa","Low income",0.311159173,45.158,4118075,"Electoral Autocracy",61.807,10.0276967941958,38.193,"Sub-Saharan Africa"
"Central African Republic","CAF",2007,8.40559864,0.385475334,0.002623364,0,1.286582256,10,14.11532742,98.66299486,1697565949,404.3745429,6.366866727,109.3502354,23.4655716,0.959917619,10.47619048,82.32279968,37.58089902,73.75,0.253,"Africa","Low income",0.375815961,45.636,4198004,"Electoral Autocracy",61.661,9.94663284972925,38.339,"Sub-Saharan Africa"
"Central African Republic","CAF",2008,7.48,0.345403645,0.0121295,0,1.230256811,10,11.0036647,99.70180865,1985240986,464.5612047,7.052392414,112.430301,23.43385711,9.258950994,10.47619048,86.88569641,34.43752181,73.75,0.253,"Africa","Low income",1,46.161,4273368,"Electoral Autocracy",61.494,11.7628380337976,38.506,"Sub-Saharan Africa"
"Central African Republic","CAF",2009,9.263563156,0.340113297,0.020047237,0,1.090465672,10,9.841649902,94.03154043,2059094048,474.7056275,7.184390029,107.2357129,21.65259659,3.521262272,9.615384615,87.11940002,31.49424649,76.875,0.253,"Africa","Low income",1.8,46.719,4337623,"Electoral Autocracy",61.306,8.79497763175014,38.694,"Sub-Saharan Africa"
"Central African Republic","CAF",2010,9.8,0.350233933,0.025347491,0,1.007647207,10,11.62580107,89.92638533,2142591539,488.4217731,7.6361827,106.7701666,22.80468088,1.4910237,9.615384615,86.55139923,34.43048195,76.875,0.264,"Africa","Low income",2,47.312,4386765,"Electoral Autocracy",61.096,7.90812651830584,38.904,"Sub-Saharan Africa"
"Central African Republic","CAF",2011,10.3107233,0.339320326,0.033975992,0,1.005354029,10,13.1278201,90.6098324,2437982707,551.7496918,7.147708757,104.3182969,21.34779823,1.194475724,12.5,85.15650177,34.47561833,76.875,0.278,"Africa","Low income",2.2,47.95,4418639,"Electoral Autocracy",60.865,8.44239123717219,39.135,"Sub-Saharan Africa"
"Central African Republic","CAF",2012,10.89428234,0.361350613,0.032228132,0,0.97810763,10,11.550133,99.12520746,2510126510,565.8011645,10.91988598,109.9591826,21.50931559,5.478295943,12.5,84.88819885,33.05944859,76.875,0.293,"Africa","Low income",3,48.638,4436411,"Electoral Autocracy",60.612,9.16089389048843,39.388,"Sub-Saharan Africa"
"Central African Republic","CAF",2016,13.49867058,0.577361079,0.025603749,0,1.113941573,10,14.82187966,98.42350922,1825018144,402.1916349,14.40810862,120.8869772,35.70876436,4.945432761,7.194244604,82.55989838,50.53064402,76.875,0.297,"Africa","Low income",4,51.593,4537683,"Electoral Autocracy",59.382,13.0271979227296,40.618,"Sub-Saharan Africa"
"Canada","CAN",2001,100,1.426103909,2.021770096,0,0.051502713,10,42.03995509,74.60348526,7.38982e+11,23822.06012,19.50932038,94.27488019,36.3042633,2.52512014,20.59800664,21.5272007,78.34421839,97.5,564.946,"North America","High income",60.2,79.3390243902439,31020902,"Liberal Democracy",20.19,3.26072906114833,79.81,"Europe and Northern America"
"Canada","CAN",2002,100,1.411498214,1.197604466,0,0.052226254,10,40.05865859,75.79030349,7.60649e+11,24255.33858,19.77871921,95.52964889,35.64837348,2.258394409,20.59800664,21.76729965,75.70703208,97.5,570.845,"North America","High income",61.59329927,79.490243902439,31360079,"Liberal Democracy",20.112,2.3659240182788,79.888,"Europe and Northern America"
"Canada","CAN",2003,100,1.328856612,1.654033418,0,0.052166561,10,36.8659852,75.57179085,8.95541e+11,28300.4631,19.89620177,96.03846847,32.97410942,2.758563214,20.59800664,21.18059921,69.84009462,97.5,587.178,"North America","High income",64.2,79.7414634146342,31644028,"Liberal Democracy",20.033,2.94238520254615,79.967,"Europe and Northern America"
"Canada","CAN",2004,100,1.213863996,2.294611916,0,0.049900132,10,37.32777131,74.13582447,1.02669e+12,32143.68141,19.41748445,95.518685,32.86464868,1.857258719,21.1038961,21.57909966,70.19241999,97.5,585.703,"North America","High income",65.95596346,79.8926829268293,31940655,"Liberal Democracy",19.955,4.06931815839159,80.045,"Europe and Northern America"
"Canada","CAN",2005,100,1.135139099,2.364373418,0,0.048070133,10,36.85670732,73.38195084,1.17311e+12,36382.50792,19.07591098,96.01399295,32.90242569,2.213552034,21.1038961,21.99230003,69.75913302,97.5,576.434,"North America","High income",71.66,80.1926829268293,32243753,"Liberal Democracy",19.878,4.4116738164929,80.122,"Europe and Northern America"
"Canada","CAN",2006,100,1.078345249,1.959458902,0,0.045105457,10,35.40245922,73.66779057,1.31926e+12,40504.06073,19.24876418,97.26368359,32.64970526,2.002025395,20.77922078,21.91500092,68.05216448,97.5,570.95,"North America","High income",72.4,80.3439024390244,32571174,"Liberal Democracy",19.787,3.85563462623567,80.213,"Europe and Northern America"
"Canada","CAN",2007,100,1.015476068,1.740948574,0,0.042087018,10,34.22955516,73.97867728,1.46882e+12,44659.89514,19.2505356,97.8865535,32.05386458,2.138383993,21.31147541,21.84149933,66.28341975,97.5,594.221,"North America","High income",73.2,80.5439024390244,32889025,"Liberal Democracy",19.604,3.65703800486647,80.396,"Europe and Northern America"
"Canada","CAN",2008,100,0.983515585,2.043147717,0,0.041350138,10,34.39500555,74.18076812,1.55299e+12,46710.50558,19.71943948,98.25327089,32.62860281,2.370270674,22.07792208,21.90819931,67.02360836,97.5,575.587,"North America","High income",76.7,80.6951219512195,33247118,"Liberal Democracy",19.422,5.00726984006331,80.578,"Europe and Northern America"
"Canada","CAN",2009,100,1.087262396,0.537008027,0,0.042064842,10,28.51583432,79.53751398,1.37463e+12,40876.31015,21.96458551,101.4970083,29.95855751,0.299466803,22.07792208,22.5,58.47439182,97.5,542.55,"North America","High income",80.3,80.9951219512195,33628895,"Liberal Democracy",19.242,2.02493531958043,80.758,"Europe and Northern America"
"Canada","CAN",2010,100,0.949555813,0.579308738,0,0.039813213,10,29.16738193,78.47382365,1.61734e+12,47562.08343,21.47545746,101.9558284,31.04073957,1.776871541,22.07792208,21.87610054,60.2081215,97.5,555.55,"North America","High income",80.3,81.2463414634146,34004889,"Liberal Democracy",19.063,2.2507358333853,80.937,"Europe and Northern America"
"Canada","CAN",2011,100,0.885730903,0.793460029,0,0.037564937,10,30.67839192,77.04861665,1.79333e+12,52223.69611,21.14586686,101.2000701,31.82034685,2.912135089,24.75570033,21.84410095,62.49873877,97.5,566.741,"North America","High income",83,81.4487804878049,34339328,"Liberal Democracy",18.904,2.96769063416355,81.096,"Europe and Northern America"
"Canada","CAN",2012,100,0.895143708,0.516502885,0,0.03626803,10,30.35302552,77.07816036,1.82837e+12,52669.08996,21.05784518,101.945704,32.24252342,1.515678231,24.67532468,22.1692009,62.59554894,97.5,569.737,"North America","High income",83,81.6487804878049,34714222,"Liberal Democracy",18.863,1.80376554879634,81.137,"Europe and Northern America"
"Canada","CAN",2013,100,0.922258924,0.483145466,0,0.035293879,10,30.33193867,76.66519998,1.8466e+12,52635.17496,20.70433471,101.5728751,31.89913623,0.938291898,24.67532468,22.39800072,62.2310749,97.5,576.327,"North America","High income",85.8,81.7487804878049,35082954,"Liberal Democracy",18.822,1.9115146514774,81.178,"Europe and Northern America"
"Canada","CAN",2014,100,1.025276113,0.473029319,0,0.03390361,10,31.73657587,76.06287442,1.80575e+12,50955.99832,20.26656013,100.933582,32.64208628,1.906635907,25.08143322,22.41679955,64.37866216,97.5,575.942,"North America","High income",87.12,81.8,35437435,"Liberal Democracy",18.782,1.66084371255327,81.218,"Europe and Northern America"
"Canada","CAN",2015,100,1.246630006,0.152108658,0,0.033857234,10,31.84996096,78.68679419,1.55651e+12,43596.13554,20.87782513,102.5083876,34.3149411,1.125241361,26.03550296,22.64220047,66.16490207,97.5,575.907,"North America","High income",90,81.9,35702908,"Liberal Democracy",18.741,0.334893277398921,81.259,"Europe and Northern America"
"Canada","CAN",2016,100,1.296466175,0.246041012,0,0.034423405,10,31.50257241,79.53235025,1.52799e+12,42315.60371,21.04804019,102.2934704,33.86111211,1.428759547,26.03550296,22.33300018,65.36368452,97.5,564.033,"North America","High income",91.16,81.9,36109487,"Liberal Democracy",18.7,0.785263944497892,81.3,"Europe and Northern America"
"Canada","CAN",2017,100,1.264044482,0.371468802,0,0.033826773,10,31.45441015,78.67956374,1.64927e+12,45129.35644,20.70333139,102.230033,33.6466507,1.596884129,26.26865672,22.76989937,65.10106085,97.5,572.834,"North America","High income",92.70137191,81.9,36545295,"Liberal Democracy",18.65,1.27005655902919,81.35,"Europe and Northern America"
"Canada","CAN",2018,100,1.274008207,0.614305058,0,0.033826773,10,32.34534558,78.66610672,1.72185e+12,46454.74339,20.7232714,101.8664215,34.23650752,2.268225672,26.94610778,22.18289948,66.58185309,97.5,586.505,"North America","High income",94.64,82.0487804878049,37065178,"Liberal Democracy",18.589,2.12161307395814,81.411,"Europe and Northern America"
"Switzerland","CHE",2001,100,0.287853252,0,0,0.083897797,11,50.05254109,67.75663117,2.87227e+11,39727.84667,11.10928533,95.0258751,45.07841619,0.98902033,23,18.72319984,95.13095728,78.125,45.082,"Europe","High income",55.1,80.1804878048781,7229854,"Liberal Democracy",26.625,0.020599105268327,73.375,"Europe and Northern America"
"Switzerland","CHE",2002,100,0.265418854,0,0,0.079562236,11,48.38167008,68.2276723,3.10176e+11,42578.76314,11.48333996,93.89566492,42.277335,0.642711507,23,18.18720055,90.65900508,78.125,43.468,"Europe","High income",61.4,80.3853658536585,7284753,"Liberal Democracy",26.599,0.0179448806791898,73.401,"Europe and Northern America"
"Switzerland","CHE",2003,100,0.224284898,0,0,0.077578818,11,47.5483838,68.69899063,3.63063e+11,49470.39713,11.67866157,94.03108932,41.57947311,0.638272931,25,18.02960014,89.12785691,78.125,44.652,"Europe","High income",65.1,80.5365853658537,7339001,"Liberal Democracy",26.573,0.0184267586239362,73.427,"Europe and Northern America"
"Switzerland","CHE",2004,100,0.212887233,0,0,0.070331351,11,51.06951282,68.07425393,4.05531e+11,54878.471,11.44581864,91.80152302,42.87103584,0.802908731,25,18.10009956,93.94054867,78.125,45.236,"Europe","High income",67.8,81.0878048780488,7389625,"Liberal Democracy",26.548,0.0141209468609647,73.452,"Europe and Northern America"
"Switzerland","CHE",2005,100,0.217375395,0,0,0.06270888,11,53.55667917,66.97999146,4.20545e+11,56546.78566,11.16550016,93.34736678,46.90404595,1.171954203,25,18.72949982,100.4607251,83.125,45.788,"Europe","High income",70.1,81.2365853658537,7437115,"Liberal Democracy",26.522,0.0146202457573145,73.478,"Europe and Northern America"
"Switzerland","CHE",2006,100,0.221966068,0,0,0.060257874,11,56.35432749,64.76362076,4.43802e+11,59300.61722,10.66358868,91.89834809,48.25267595,1.059509283,25,18.06669998,104.6070034,83.125,45.374,"Europe","High income",75.7,81.490243902439,7483934,"Liberal Democracy",26.496,0.0172151313671208,73.504,"Europe and Northern America"
"Switzerland","CHE",2007,100,0.202830644,0,0,0.062771963,11,61.24646606,63.04961138,4.93537e+11,65359.51922,10.33634033,89.06162716,50.30809323,0.732350603,28.5,19.30900002,111.5545593,85.625,43.368,"Europe","High income",77.2,81.7414634146342,7551117,"Liberal Democracy",26.47,0.0189734751831764,73.53,"Europe and Northern America"
"Switzerland","CHE",2008,100,0.209432708,0,0,0.065597883,11,62.86630199,62.73933478,5.70304e+11,74572.23237,10.48207372,89.4041411,52.2704431,2.426041171,28.5,19.54920006,115.1367451,85.625,44.714,"Europe","High income",79.2,81.9926829268293,7647675,"Liberal Democracy",26.444,0.0165031950940724,73.556,"Europe and Northern America"
"Switzerland","CHE",2009,100,0.208907398,0,0,0.063498408,11,57.62192697,64.90988072,5.582e+11,72083.1677,11.2641937,92.48144593,50.10337273,-0.480481936,29,19.97310066,107.7252997,85.625,43.535,"Europe","High income",81.3,82.0439024390244,7743831,"Liberal Democracy",26.419,0.0150943517803863,73.581,"Europe and Northern America"
"Switzerland","CHE",2010,100,0.180803275,5.39e-05,0,0.056035927,11,64.39853517,63.96260843,6.03434e+11,77117.12601,11.05591459,89.08642374,53.48495891,0.688238707,29,20.56419945,117.8834941,85.625,45.05,"Europe","High income",83.9,82.2463414634147,7824909,"Liberal Democracy",26.393,0.0154373508346316,73.607,"Europe and Northern America"
"Switzerland","CHE",2011,100,0.156594501,0.000125904,0,0.057701467,11,65.8992879,63.57505678,7.22038e+11,91254.03476,11.14644089,91.29576584,57.19505374,0.231349208,28.5,20.56609917,123.0943416,85.625,40.986,"Europe","High income",85.19302818,82.6951219512195,7912398,"Liberal Democracy",26.369,0.0129029800987856,73.631,"Europe and Northern America"
"Switzerland","CHE",2012,100,0.172132639,9.87e-05,0,0.055257754,11,67.406452,63.62004959,6.9211e+11,86547.67089,11.1967025,89.25727877,56.66373076,-0.692552018,29,21.88870049,124.0701828,85.625,42.255,"Europe","High income",85.2,82.6975609756098,7996861,"Liberal Democracy",26.347,0.0114968754300051,73.653,"Europe and Northern America"
"Switzerland","CHE",2013,100,0.185837019,8.75e-05,0,0.053225159,11,71.38153933,63.79133063,7.12748e+11,88109.48675,11.29681443,88.1285583,59.51009747,-0.217323155,31,21.83839989,130.8916368,85.625,43.186,"Europe","High income",86.34,82.7975609756098,8089346,"Liberal Democracy",26.326,0.0123316034492646,73.674,"Europe and Northern America"
"Switzerland","CHE",2014,100,0.168578592,6.59e-05,0,0.051013831,11,63.80969914,63.28055323,7.34397e+11,89684.70758,11.35636927,88.67135664,52.48105578,-0.013202539,31,22.21179962,116.2907549,85.625,39.234,"Europe","High income",87.4,83.1975609756098,8188649,"Liberal Democracy",26.304,0.013472235040782,73.696,"Europe and Northern America"
"Switzerland","CHE",2015,100,0.1784735,0,0,0.046914723,11,62.39676988,63.63973405,7.0215e+11,84776.14217,11.39139254,88.32871472,50.72548459,-1.143908672,32,23.95739937,113.1222545,85.625,38.733,"Europe","High income",87.4790556,82.8975609756098,8282396,"Liberal Democracy",26.282,0.0107888371088684,73.718,"Europe and Northern America"
"Switzerland","CHE",2016,100,0.184030578,0,0,0.043162512,11,65.67369307,63.62650078,6.95601e+11,83073.28008,11.37509221,88.38078042,54.05447335,-0.434618664,32,24.11039925,119.7281664,85.625,39.193,"Europe","High income",89.13468774,83.6024390243903,8373338,"Liberal Democracy",26.261,0.0112006602103067,73.739,"Europe and Northern America"
"Switzerland","CHE",2017,100,0.190607934,0,0,0.039859019,11,65.07978297,63.98761154,7.04479e+11,83352.08865,11.33150537,89.11047142,54.19025424,0.53378784,32.5,25.00379944,119.2700372,85.625,38.182,"Europe","High income",89.68614767,83.5512195121951,8451840,"Liberal Democracy",26.239,0.00980854539131014,73.761,"Europe and Northern America"
"Switzerland","CHE",2018,100,0.188400889,0,0,0.039859019,11,66.17960527,62.88687097,7.35889e+11,86429.50082,11.07717087,87.47071424,53.6503195,0.936335464,32.5,24.2031002,119.8299248,85.625,36.895,"Europe","High income",91.8,83.7536585365854,8514329,"Liberal Democracy",26.203,0.0128212132483177,73.797,"Europe and Northern America"
"Chile","CHL",2001,97.13110352,1.507784833,1.885224066,0,0.171949299,8,32.39863012,75.97908054,70979923960,4574.594716,12.12155904,98.34586598,30.7444961,3.56910053,10.83333333,32.1473999,63.14312621,60.625,52.576,"South America","Upper-middle income",19.1,76.634,15516112,"Liberal Democracy",13.637,3.94227367763693,86.363,"Latin America and Caribbean"
"Chile","CHL",2002,97.33703613,1.658233807,1.678515389,0,0.164795694,8,32.80393363,75.45278249,69736811435,4446.249371,12.21972616,97.78585824,30.58979187,2.489398167,12.5,33.0705986,63.39372549,60.625,54.49,"South America","Upper-middle income",22.1,76.894,15684413,"Liberal Democracy",13.394,3.74103146800624,86.606,"Latin America and Caribbean"
"Chile","CHL",2003,98.782325,1.642573288,2.824168082,0,0.167239598,12,35.65904551,73.95717698,75643459840,4772.563723,11.71973543,94.9981956,30.65724111,2.810178757,12.5,31.61510086,66.31628662,63.75,54.884,"South America","Upper-middle income",25.47377889,77.146,15849649,"Liberal Democracy",13.335,5.09218277288711,86.665,"Latin America and Caribbean"
"Chile","CHL",2004,97.71933746,1.446326349,6.228013169,0,0.158942373,12,39.80237039,70.34997299,99210392858,6194.85272,10.96171351,90.12892258,29.93129296,1.054738714,12.5,31.43560028,69.73366335,63.75,59.047,"South America","Upper-middle income",28.17791012,77.391,16014972,"Liberal Democracy",13.275,9.55735752374177,86.725,"Latin America and Caribbean"
"Chile","CHL",2005,97.89350891,1.278729004,6.133347806,0,0.151711221,12,40.15981647,69.45696076,1.22965e+11,7598.528877,10.57658253,91.29712793,31.4569444,3.052576214,15,32.26319885,71.61676087,66.875,60.947,"South America","Upper-middle income",31.17534703,77.63,16182713,"Liberal Democracy",13.217,9.74646735820146,86.783,"Latin America and Caribbean"
"Chile","CHL",2006,99.368108,1.166375053,11.68257164,0,0.148427422,12,43.79510678,64.69261948,1.54788e+11,9464.548507,9.925310478,85.50843752,29.3035443,3.392017337,15,32.90829849,73.09865108,71.875,63.972,"South America","Upper-middle income",34.49775117,77.865,16354507,"Liberal Democracy",13.158,17.2396900017916,86.842,"Latin America and Caribbean"
"Chile","CHL",2007,98.22052002,1.193610349,11.19298172,0,0.140076912,12,45.06900389,65.42394288,1.73606e+11,10502.35071,10.25271968,86.26940772,31.33841161,4.407799384,15,30.46479988,76.4074155,71.875,70.707,"South America","Upper-middle income",35.9,78.099,16530201,"Liberal Democracy",13.1,17.0414272254854,86.9,"Latin America and Caribbean"
"Chile","CHL",2008,98.38568878,1.161888793,8.296699032,0,0.130326504,12,41.42416775,71.12380809,1.79638e+11,10751.4816,11.07138943,97.94143793,39.36560568,8.71626873,15,30.82929993,80.78977343,75,70.819,"South America","Upper-middle income",37.3,78.33,16708255,"Liberal Democracy",13.041,13.8202873619335,86.959,"Latin America and Caribbean"
"Chile","CHL",2009,99.593662,1.14789407,5.271572949,0,0.136858429,12,37.04077361,71.19728675,1.72389e+11,10208.90797,12.41688456,92.25565569,29.29642931,0.353045178,14.16666667,31.52700043,66.33720292,75,65.92,"South America","Upper-middle income",41.56,78.558,16886184,"Liberal Democracy",12.983,8.73458274167989,87.017,"Latin America and Caribbean"
"Chile","CHL",2010,99.64228821,1.015560299,6.457015298,0,0.134974089,12,37.74511254,70.43350479,2.18538e+11,12808.03834,12.10874085,93.57349091,31.31860345,1.41071108,14.16666667,27.0442009,69.063716,75,71.33,"South America","Upper-middle income",45,78.779,17062531,"Liberal Democracy",12.926,11.9220491176297,87.074,"Latin America and Caribbean"
"Chile","CHL",2011,99.588193,0.996496319,6.309003029,0,0.134211154,12,37.76195747,72.03898562,2.52252e+11,14637.23344,11.91348759,96.681751,34.44370847,3.341216943,14.16666667,28.79179955,72.20566595,75,78.084,"South America","Upper-middle income",52.24960729,78.986,17233584,"Liberal Democracy",12.868,12.1122546339775,87.132,"Latin America and Caribbean"
"Chile","CHL",2012,100,0.988070961,4.66807674,0,0.132746235,12,34.12185872,73.57869101,2.67122e+11,15351.54074,11.92485975,100.028129,34.14998768,3.007448402,14.16666667,30.30500031,68.2718464,77.5,79.704,"South America","High income",55.05,79.176,17400359,"Liberal Democracy",12.811,9.06732489185857,87.189,"Latin America and Caribbean"
"Chile","CHL",2013,99.6,1.017502137,3.834938433,0,0.133442915,12,32.19947338,74.94896167,2.78384e+11,15842.93648,12.30082032,100.5745298,32.77400322,1.78955554,15.83333333,30.22970009,64.97347661,77.5,81.692,"South America","High income",58,79.349,17571511,"Liberal Democracy",12.754,7.61223250167782,87.246,"Latin America and Caribbean"
"Chile","CHL",2014,100,1.062363556,3.378930559,0,0.134021446,12,33.11074972,75.80982622,2.60542e+11,14670.98891,12.70098352,99.0510884,32.16183812,4.718675279,15.83333333,26.94610023,65.27258784,77.5,77.423,"South America","High income",61.11,79.504,17758969,"Liberal Democracy",12.697,6.85028951369722,87.303,"Latin America and Caribbean"
"Chile","CHL",2015,99.714844,1.223377104,1.791542829,0,0.132870203,12,29.3763486,76.43384576,2.43919e+11,13574.16924,12.99389253,100.2195781,29.5959267,4.348773532,15.83333333,25.06509972,58.9722753,77.5,81.633,"South America","High income",76.62959195,79.646,17969356,"Liberal Democracy",12.64,4.0283558396277,87.36,"Latin America and Caribbean"
"Chile","CHL",2016,100,1.270479653,1.429609406,0,0.128276128,12,28.14862788,77.17885341,2.5044e+11,13753.59215,13.77981795,99.39078572,27.53941361,3.786193559,15.83333333,24.55439949,55.68804149,77.5,84.154,"South America","High income",83.55858602,79.779,18209072,"Liberal Democracy",12.578,3.19254341848139,87.422,"Latin America and Caribbean"
"China","CHN",2001,97.21321869,5.124909247,1.557535208,0,0.688527055,9,20.31214574,61.93324901,1.3394e+12,1053.108243,16.41343935,97.47484573,18.21521353,0.719125609,21.78284182,28.33499908,38.52735928,62.5,3426.144,"Asia","Lower-middle income",2.639650215,71.732,1271850000,"Closed Autocracy",62.907,2.48324271540327,37.093,"Eastern and South-Eastern Asia"
"China","CHN",2002,97.4872818,5.330136255,1.229460583,0,0.657373669,9,22.64474567,60.98344325,1.47055e+12,1148.50829,16.07042441,97.13688669,20.10265796,-0.731970902,21.78284182,26.97839928,42.74740363,65,3782.439,"Asia","Lower-middle income",4.595704331,72.061,1280400000,"Closed Autocracy",61.575,1.87367513080802,38.425,"Eastern and South-Eastern Asia"
"China","CHN",2003,97.75187683,5.774813522,1.276218941,0,0.620973393,9,26.98075653,58.02199431,1.66029e+12,1288.643252,15.31420932,97.6421249,24.82323147,1.127603487,20.23450586,23.84149933,51.803988,65,4452.31,"Asia","Lower-middle income",6.2,72.381,1288400000,"Closed Autocracy",60.224,1.95339294703224,39.776,"Eastern and South-Eastern Asia"
